image_name,number of particles,dv01,dv05,dv09,relative span
image8.jpg,1804,47.41399636492133,241.72601318193807,540.5041176080704,2.0398719804807217
image9.jpg,1802,47.41399636492133,244.1798157700234,540.5041176080704,2.019372975969306
